Gene;Swissprot;Mercator;NST_FT_FPKM;NST_75_FPKM;NST_55_FPKM;NST_35_FPKM;NST_AD_FPKM;NST_RH_FPKM
Xvis03_219346; Pentatricopeptide repeat_containing protein At2g21090 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.82;2.42;2.6;4.61;3.4;5.06
Xvis03_219347; Translocase of chloroplast 120, chloroplastic ;protein-targeting;2.98;2.95;2.38;2.89;3.07;2.31
Xvis03_219348;NA;not assigned-no ontology-glycine rich proteins;9.88;29.48;35.01;85.86;82.94;18.21
Xvis03_219349;NA;not assigned-no ontology;5.72;6.68;7.44;12.3;11.4;3.89
Xvis03_219350;NA;not assigned-unknown;5.72;6.68;7.44;12.3;11.4;3.89
Xvis03_219351; Auxin response factor 12 ;RNA-regulation of transcription;7.73;4.65;3.01;1.07;0.83;8.25
Xvis03_219352; Low_density lipoprotein receptor_related protein ;RNA-regulation of transcription;1.19;0.11;0.08;0.04;0.01;0.8
Xvis03_219353; Tobamovirus multiplication protein 3 ;not assigned-unknown;14.64;6.82;4.57;0.92;0.74;13.31
Xvis03_219354;NA;stress-biotic;14.64;6.82;4.57;0.92;0.74;13.31
Xvis03_219355;NA;not assigned-unknown;5.99;0.15;0;0.03;0.05;3.52
Xvis03_219356; DEAD_box ATP_dependent RNA helicase 34 ;protein-synthesis;71.97;99.8;123;160.12;160.5;78.38
Xvis03_219357; Gibberellin 2_beta_dioxygenase 8 ;hormone metabolism-gibberelin;0.04;0.08;0.1;0.73;10.5;0.03
Xvis03_219358;NA;not assigned-unknown;24.75;2.66;2.27;2.06;1.55;11.17
Xvis03_219359; U3 small nucleolar RNA_associated protein 20 ;not assigned-unknown;3.84;3.44;2.82;3.22;3.99;1.65
Xvis03_219362; Pre_mRNA_processing protein 40C ;RNA-processing;12.49;10.52;7.36;5.75;4.6;5.75
Xvis03_219364; Replication protein A 32 kDa subunit B ;not assigned-unknown;2.89;3.86;5.3;3.79;3.38;2.76
Xvis03_219365;NA;not assigned-unknown;18.31;8.99;7.97;4.1;5.05;17.64
Xvis03_219366;NA;not assigned-unknown;69.18;50.21;43.9;68.77;60.15;77.37
Xvis03_219368; Putative ribosomal_protein_alanine acetyltransferase ;RNA-regulation of transcription;2.43;2.38;2.07;1.37;1.79;1.52
Xvis03_219369; RING finger protein 141 ;protein-degradation;26.56;34.2;34.67;8.93;9.84;24.3
Xvis03_219370; Expansin_B17 ;cell wall-modification;0.65;0.01;0;0.02;0.02;52.88
Xvis03_219371; Clathrin light chain 1 ;not assigned-unknown;27.22;49.63;65.59;89.21;82.67;14.95
Xvis03_219372; Probable polyol transporter 4 ;transport-sugars;4.42;2.56;3.26;2.89;3.48;6.61
Xvis03_219373; Probable prolyl 4_hydroxylase 3 ;misc-oxidases _ copper, flavone etc;6.97;6.11;5.6;7.15;8.32;6.49
Xvis03_219374; RNA polymerase II C_terminal domain phosphatase_like 1 ;RNA-RNA binding;5.24;4.11;4.45;8.66;9.5;1.45
Xvis03_219375; Dof zinc finger protein PBF ;secondary metabolism-sulfur_containing;11.51;6.77;5.52;3.26;3;5.62
Xvis03_219376; WD repeat_containing protein 44 ;development-unspecified;8.56;3.82;2.92;4.89;4.39;7.4
Xvis03_219377; Ethylene_responsive transcription factor ERF053 ;RNA-regulation of transcription;1.19;1.02;1.18;0.06;0.18;0.06
Xvis03_219378; Checkpoint protein hus1 homolog ;not assigned-no ontology;4.56;8.27;8.32;3.19;5.17;5.25
Xvis03_219380; ABC transporter G family member 11 ;transport-ABC transporters and multidrug resistance systems;30.13;0.23;0.12;0.14;0.23;36.64
Xvis03_219381;NA;not assigned-unknown;6.37;2.01;0.45;0.44;0.45;2.46
Xvis03_219382;NA;not assigned-unknown;6.37;2.01;0.45;0.44;0.45;2.46
Xvis03_219384; Alpha_galactosidase 1 ;minor CHO metabolism-galactose;27.91;107.72;50.54;17.12;26.31;22.23
Xvis03_219386; Indole_3_glycerol phosphate synthase, chloroplastic ;amino acid metabolism-synthesis;26.27;26.67;25.67;18.82;18.18;39.67
Xvis03_219387; Multiple C2 and transmembrane domain_containing protein 2 ;not assigned-unknown;7.75;1.07;0.51;0.43;0.85;3.91
Xvis03_219388; G patch domain_containing protein 11 ;not assigned-unknown;17.09;17.55;20.59;36.46;41.06;13.58
Xvis03_219389;NA;not assigned-unknown;4.01;15.16;24.2;21.77;32.71;5.74
Xvis03_219392; Transcription factor DIVARICATA ;RNA-regulation of transcription;8.79;32.92;61.39;65.58;67.78;7.78
Xvis03_219393; GEM_like protein 4 ;hormone metabolism-abscisic acid;8.79;32.92;61.39;65.58;67.78;7.78
Xvis03_219394; DNA_directed RNA polymerases II, IV and V subunit 12 ;not assigned-unknown;69.59;47.95;45.86;23.71;37.05;66.47
Xvis03_219395; Myosin_1 ;cell-organisation;12.38;7.48;5.35;3.42;3.85;13.85
Xvis03_219396; Protein BOLA1, chloroplastic ;Co_factor and vitamine metabolism;43.92;48.76;55.84;39.63;57.86;72.4
Xvis03_219399; ABC transporter B family member 28 ;transport-ABC transporters and multidrug resistance systems;12.42;27.63;10.51;2.52;3.04;8
Xvis03_219400;NA;not assigned-unknown;6.55;1.43;1.82;2.04;2;17.89
Xvis03_219401;NA;not assigned-unknown;2.67;0.49;0.62;0.99;0.77;2.13
Xvis03_219402;NA;cell wall-degradation;0.33;0.86;1.42;1.79;1.75;0
Xvis03_219403; SPX domain_containing membrane protein Os04g0573000 ;not assigned-no ontology;17.49;13.86;2.45;0.8;1.76;0.78
Xvis03_219404;NA;not assigned-no ontology;2.84;2.58;0.4;0.07;0.27;0.12
Xvis03_219406; Phospholipase D beta 1 ;not assigned-no ontology;4.79;4.36;5.02;6.66;5.54;3.29
Xvis03_219407; Subtilisin_like protease SBT1.1 ;protein-degradation;0.13;0.66;0.28;0;0.02;0
Xvis03_219408; Growth_regulating factor 12 ;RNA-regulation of transcription;0;0.54;1.04;0.59;0.13;0
Xvis03_219409; Ankyrin repeat and zinc finger domain_containing protein 1 ;RNA-regulation of transcription;8.01;6.39;4.78;10.18;10.02;5.44
Xvis03_219412; 4_hydroxy_tetrahydrodipicolinate synthase 2, chloroplastic ;not assigned-unknown;9.32;25.12;16.43;9.84;10.25;12.04
Xvis03_219413; Beta_galactosidase 6 ;misc-gluco_, galacto_ and mannosidases;7.46;5.87;3.66;2.36;1.63;5.57
Xvis03_219414; (_)_germacrene D synthase ;secondary metabolism-isoprenoids-terpenoids;1.77;0.1;0.92;0.32;0.05;0
Xvis03_219415; Chorismate synthase, chloroplastic ;protein-degradation;2.04;9.82;7.87;11.32;6.97;2.38
Xvis03_219417; Patatin_like protein 7 ;development-storage proteins;0.24;0.34;0.66;0.78;0.64;0.46
Xvis03_219418; Zinc finger CCCH domain_containing protein 24 ;RNA-regulation of transcription;1.9;1.87;0.69;0.18;0.09;1.04
Xvis03_219419; Probable receptor_like protein kinase At1g67000 ;lipid metabolism-lipid degradation;2.72;0.92;0.39;0.02;0.12;0.17
Xvis03_219420; 4_hydroxy_3_methylbut_2_en_1_yl diphosphate synthase (ferredoxin), chloroplastic ;secondary metabolism-isoprenoids-non_mevalonate pathway;13.56;10.48;11.63;13.54;14.61;7.06
Xvis03_219421; Protein disulfide isomerase_like 1_4 ;redox;9.61;11.79;8.83;7.19;7.58;18.04
Xvis03_219422;NA;not assigned-unknown;3;1.32;0.49;1.54;0.88;1.74
Xvis03_219423; Phosphatidylinositol_3_phosphatase myotubularin_1 ;protein-postranslational modification;4.26;6.37;7.72;8.8;11.54;3.85
Xvis03_219424; Pentatricopeptide repeat_containing protein At1g05670, mitochondrial ;hormone metabolism-salicylic acid;5.38;8.11;8.89;18.87;17.22;5.01
Xvis03_219425; Probable aquaporin PIP2_2 ;transport-Major Intrinsic Proteins-PIP;59.9;11.15;11.45;37.19;30.01;113.5
Xvis03_219427; Double_stranded RNA_binding protein 6 ;RNA-RNA binding;0.57;0.21;0.29;0.11;0.28;0.68
Xvis03_219428; CASP_like protein 5A1 ;not assigned-unknown;9.24;24.57;36.55;14.24;12.41;5.25
Xvis03_219429; Serine/threonine_protein phosphatase 6 regulatory subunit 3 ;metal handling-binding, chelation and storage;9.59;6.14;6.98;6.91;8.85;8.12
Xvis03_219430;NA;not assigned-unknown;0.16;0.12;0.18;0.19;0.25;0.25
Xvis03_219431; Phosphomannomutase/phosphoglucomutase ;glycolysis-plastid branch;8.75;9.24;11.12;12.52;9.81;3.85
Xvis03_219432; Auxin response factor 18 ;RNA-regulation of transcription;4.32;4.4;3.17;0.76;0.52;3.17
Xvis03_219433;NA;not assigned-unknown;17.31;0.76;0.59;0.08;0;26.54
Xvis03_219435; N_alpha_acetyltransferase 35, NatC auxiliary subunit ;not assigned-no ontology;2.49;2.47;2.81;2.9;2.28;2.56
Xvis03_219436;NA;not assigned-unknown;2.83;3.76;2.5;3.93;2.18;5.33
Xvis03_219437;NA;misc-protease inhibitor/seed storage/lipid transfer protein (LTP) family protein;2.83;3.76;2.5;3.93;2.18;5.33
Xvis03_219438; 14 kDa proline_rich protein DC2.15 ;misc-protease inhibitor/seed storage/lipid transfer protein (LTP) family protein;0.43;1.56;0.79;0.18;0.1;4.78
Xvis03_219439;NA;not assigned-no ontology;0.03;0;0;0;0;0.08
Xvis03_219440; Dirigent protein 21 ;stress-biotic;0.17;0;0;0;0;4.42
Xvis03_219441; Probable galactinol__sucrose galactosyltransferase 6 ;minor CHO metabolism-raffinose family;3.4;1.08;0.79;0.54;0.53;8.61
Xvis03_219442; Signal peptidase complex subunit 3A ;not assigned-unknown;19.04;28.03;20.88;10.3;16.59;14.23
Xvis03_219443; E2F transcription factor_like E2FE ;not assigned-unknown;0.07;0.01;0.01;0.08;0.63;0.02
Xvis03_219444; Alanine__tRNA ligase, chloroplastic/mitochondrial ;protein-aa activation;3.84;7.66;7.58;20.7;19.56;5.58
Xvis03_219445; Shikimate O_hydroxycinnamoyltransferase ;secondary metabolism-phenylpropanoids-lignin biosynthesis;0.08;0.53;0.2;0.09;0.3;0.14
Xvis03_219446; Shikimate O_hydroxycinnamoyltransferase ;secondary metabolism-phenylpropanoids-lignin biosynthesis;1.36;1.62;3.2;0.29;1.49;0.38
Xvis03_219447;NA;not assigned-unknown;1.68;0.4;0.31;0.15;0.27;1.17
Xvis03_219448;NA;not assigned-unknown;0.13;0.02;0;0.03;0.04;0.91
Xvis03_219450; Eukaryotic translation initiation factor 3 subunit C ;protein-synthesis;2.37;1.9;1.68;2.97;1.81;1.32
Xvis03_219451; U2 snRNP_associated SURP motif_containing protein ;RNA-RNA binding;27.79;19.77;12.31;19.17;19.6;12.17
Xvis03_219452;NA;not assigned-unknown;70.52;33.36;28.84;33.6;30.42;69.18
Xvis03_219453; Nudix hydrolase 3 ;not assigned-no ontology;11.94;15.7;15.32;9.56;11.14;11.64
Xvis03_219454; Protein TIC 55, chloroplastic ;protein-targeting;125.48;129.74;67.25;21.69;16.51;77.76
Xvis03_219455; Peroxidase 46 ;misc-peroxidases;0.93;0.13;0.14;0.16;0.12;15.93
Xvis03_219456;NA;not assigned-unknown;51.54;146.27;209.17;27.77;67.78;33.94
Xvis03_219457; Lactation elevated protein 1 ;not assigned-no ontology;10.76;10.34;6.6;3.84;6.13;13.64
Xvis03_219458; VAN3_binding protein ;signalling-auxin;2.31;0.27;0.17;0.15;0.21;2.95
Xvis03_219459;NA;not assigned-unknown;20.65;28.98;21.91;19.15;21.83;16.38
Xvis03_219460; Protein transport protein Sec61 subunit gamma ;not assigned-unknown;45.92;76.53;41.33;34.49;42.93;45.4
Xvis03_219461; Vacuolar amino acid transporter 1 ;transport-amino acids;79.45;50.59;33.18;24.92;43.01;37.71
Xvis03_219462; ATP synthase subunit epsilon, mitochondrial ;mitochondrial electron transport / ATP synthesis;6.25;4.27;4.94;3.57;3.7;7.46
Xvis03_219463; Nef_associated protein 1 ;not assigned-unknown;4.88;3.14;1.6;1.36;1.93;3.03
Xvis03_219464; Diacylglycerol kinase 7 ;lipid metabolism-Phospholipid synthesis;10.58;6.78;5.16;1.64;2.09;14.67
Xvis03_219465; Glutamate receptor 2.8 ;signalling-in sugar and nutrient physiology;12.29;3.78;2.97;1.83;1.91;6.13
Xvis03_219466; Dirigent protein 20 ;stress-biotic;4.98;0.45;0;0.03;0;58.29
Xvis03_219467; Dirigent protein 1 ;stress-biotic;7.74;1.56;2.72;0.57;0.82;2.33
Xvis03_219468; Protein GLUTAMINE DUMPER 3 ;transport-amino acids;25.52;0.24;0.1;0.68;0.08;33.21
Xvis03_203401; Mitogen_activated protein kinase kinase kinase NPK1 ;protein-postranslational modification;0;0.14;0.03;0.02;0.26;0.1
Xvis03_219470; Xylose isomerase ;minor CHO metabolism-others;41.61;40.32;19.79;12.32;10.59;49.96
Xvis03_219471; 26S protease regulatory subunit 4 homolog ;protein-degradation;46.75;74.12;91.25;122.55;129.7;60.13
Xvis03_219473; VIN3_like protein 2 ;not assigned-unknown;2.73;2.87;2.07;2.64;2.99;3.09
Xvis03_219475; U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein ;not assigned-no ontology;29.91;20.31;13.12;7.61;4.85;41.22
Xvis03_219476; Cytoplasmic 60S subunit biogenesis factor SPCC550.15c ;RNA-regulation of transcription;19.31;24.23;38.42;132.56;133.44;17.03
Xvis03_219477; Protein KAKU4 ;not assigned-unknown;7;6.26;6.91;9.38;9.1;9.7
Xvis03_219478;NA;not assigned-unknown;0;0;0;0;0;0.89
Xvis03_219479;NA;not assigned-unknown;7.04;6.96;5.89;8.36;5.51;7.68
Xvis03_219480; Protein OSB3, chloroplastic/mitochondrial ;not assigned-unknown;9.29;10.79;9.21;9.42;7.75;6.02
Xvis03_219481; Protein FAR1_RELATED SEQUENCE 5 ;signalling-light;0.04;0.06;0.04;0.11;0.84;0.02
Xvis03_219482; Protein FAR1_RELATED SEQUENCE 8 ;signalling-light;0.74;0.35;0.32;1.38;1.47;0.05
Xvis03_219483; Apoptosis_inducing factor homolog A ;cell-cell death;0.34;0.84;0.33;0.29;1.63;1.63
Xvis03_219484; Xyloglucan endotransglucosylase/hydrolase protein 22 ;cell wall-degradation;0.08;7.33;8.5;19.08;4.86;0.05
Xvis03_219485; Probable LRR receptor_like serine/threonine_protein kinase At1g56140 ;cell wall-modification;4.23;4.36;4.16;8.58;4.46;2.98
Xvis03_219486; Probable protein phosphatase 2C 59 ;protein-postranslational modification;73.48;68.24;88.38;76.13;68.62;60.83
Xvis03_219487; Uncharacterized protein sll0005 ;not assigned-no ontology-ABC1 family protein;5.06;42.59;58.09;47.55;52.71;1.99
Xvis03_219488;NA;not assigned-unknown;5.06;42.59;58.09;47.55;52.71;1.99
Xvis03_219489; Ceramide glucosyltransferase 1 ;not assigned-unknown;12.79;39.01;67.83;54.93;60.95;14.72
Xvis03_219490; WAT1_related protein At2g37460 ;not assigned-unknown;12.07;19.98;25.41;9.13;9.86;14.34
Xvis03_219491;NA;not assigned-unknown;6.91;24.26;33.82;79.46;127.02;20.07
Xvis03_219493; Metal tolerance protein C4 ;transport-metal;12.83;11.29;7.43;0.85;1.04;14.85
Xvis03_219494; Mannosyl_oligosaccharide 1,2_alpha_mannosidase MNS1 ;protein-glycosylation;13.84;5.49;2.8;3.74;3.16;8.49
Xvis03_219495;NA;not assigned-unknown;18.76;25.47;25.21;22.86;19.95;15.16
Xvis03_219497;NA;not assigned-unknown;0;0;0.01;0;0.02;0
Xvis03_219498; Cadmium/zinc_transporting ATPase HMA2 ;transport-metal;23.71;83.2;74.03;94.03;84.63;3.24
Xvis03_219499;NA;not assigned-unknown;32.22;77.24;81.84;52.3;58.53;14.29
Xvis03_219500;NA;not assigned-unknown;32.22;77.24;81.84;52.3;58.53;14.29
Xvis03_219501; Eukaryotic initiation factor 4A_3 ;protein-synthesis;22.18;47.52;48.33;40.32;50.23;16.83
Xvis03_219502; UDP_sugar pyrophosphorylase ;cell wall-synthesis;19.87;20.61;16.23;11.84;15.25;14.05
Xvis03_219503; Uncharacterized aarF domain_containing protein kinase 1 ;not assigned-no ontology-ABC1 family protein;39.14;51.63;85.78;195.29;269.92;13.84
Xvis03_219504;NA;not assigned-no ontology;0.01;0;0.03;0.04;0.11;0
Xvis03_219505; Splicing factor 3B subunit 1 ;RNA-processing;26.6;39.74;53.33;201.41;193.16;27.37
Xvis03_219506; Protein AIG2 ;not assigned-unknown;17.65;6.25;4.5;3.65;2.35;20.09
Xvis03_219507; Biotin carboxylase 1, chloroplastic ;lipid metabolism-fatty acids;4.23;2.15;0.74;0.48;0.49;8.12
Xvis03_219509; 60S ribosomal protein L12 ;protein-synthesis;51.95;98;66.1;21.54;14.93;96.48
Xvis03_219510; StAR_related lipid transfer protein 7, mitochondrial ;signalling-lipids;65.46;10.92;16.71;37.72;29.4;114.45
Xvis03_219511; Short_chain dehydrogenase TIC 32, chloroplastic ;misc-short chain dehydrogenase/reductase (SDR);0.37;0.5;0.23;0.05;0.35;0.1
Xvis03_219512;NA;transport-ABC transporters and multidrug resistance systems;3.52;5.25;2.57;1.29;4.93;0.25
Xvis03_219513; Cytochrome P450 90B1 ;hormone metabolism-brassinosteroid;0.31;0.83;0.04;0.01;0.07;0.19
Xvis03_219514; Cytochrome P450 94A2 ;misc-cytochrome P450;1.14;2.21;0.16;0.02;0.17;0.29
Xvis03_219515; Cycloartenol synthase ;lipid metabolism-exotics (steroids, squalene etc);0.42;0.52;0.03;0.01;0.06;0.17
Xvis03_219516; Serine/threonine_protein kinase HT1 ;protein-postranslational modification;10.58;9.94;8.76;10.72;9.09;13.03
Xvis03_219517; RanBP2_type zinc finger protein At1g67325 ;RNA-processing;27.4;12.03;11.6;16.98;14.93;27.82
Xvis03_219518; Squamosa promoter_binding_like protein 12 ;development-squamosa promoter binding like (SPL);6.49;14.64;16.1;13.94;9.39;8.23
Xvis03_219521;NA;not assigned-unknown;14.96;16.52;12.65;17.34;17.52;26.8
Xvis03_219522; Organic cation/carnitine transporter 7 ;transport-misc;1.71;1.61;1.98;0.82;0.98;3.07
Xvis03_219523; Ribosomal RNA small subunit methyltransferase H ;not assigned-no ontology;8.24;8.82;10.43;17.42;17.13;4.6
Xvis03_219524; NAD(P)H_quinone oxidoreductase subunit L, chloroplastic ;not assigned-unknown;58.25;29.52;41;30.2;26.87;109.24
Xvis03_219525; Beta_1,4_mannosyl_glycoprotein 4_beta_N_acetylglucosaminyltransferase ;misc-nitrilases;9.15;3.45;3.83;3.47;3.31;21.76
Xvis03_219526; Pentatricopeptide repeat_containing protein At3g48250, chloroplastic ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;0.48;0.3;0.31;0.1;0.11;0.54
Xvis03_219527;NA;not assigned-unknown;12.27;11.15;11.08;14.99;16.84;9.9
Xvis03_219529; Uncharacterized membrane protein At1g16860 ;not assigned-unknown;10.22;2.18;0.86;0.88;0.49;16.64
Xvis03_219530; Oxysterol_binding protein_related protein 4C ;cell-vesicle transport;1.85;2.98;2.82;3.62;5.18;0.44
Xvis03_219531;NA;not assigned-unknown;20.46;20.07;22.63;14.07;16.87;29.83
Xvis03_219532; Protein ecdysoneless homolog ;not assigned-unknown;6.13;19.57;22.66;30.78;31.43;7.39
Xvis03_219533;NA;not assigned-unknown;6.61;6.04;6.21;11.2;10.37;5.64
Xvis03_219534; Phosphatidate cytidylyltransferase, mitochondrial ;not assigned-unknown;6.61;6.04;6.21;11.2;10.37;5.64
Xvis03_219535; Pathogenesis_related protein PR_1 ;stress-biotic;0;0;0;0.94;0.5;4.54
Xvis03_219536; Serine/threonine_protein kinase EDR1 ;protein-postranslational modification;28.01;5.16;9.26;23.99;20.85;21.08
Xvis03_219538; Protein ROOT INITIATION DEFECTIVE 3 ;not assigned-unknown;4.85;4.73;3.66;3.05;2.04;4.78
Xvis03_219539; Probable mitochondrial chaperone BCS1_B ;protein-degradation;13.84;2.82;8.98;8.66;14.88;7.43
Xvis03_219540; Beta_1,3_galactosyltransferase pvg3 ;protein-glycosylation;0;0.09;0;0.01;0.1;0.8
Xvis03_219541; Probable small nuclear ribonucleoprotein F ;not assigned-unknown;1.85;0.37;2.95;1.07;3.25;1.95
Xvis03_219542; Flowering_promoting factor 1_like protein 3 ;not assigned-unknown;0.13;0;0;0;0;0.7
Xvis03_219543;NA;not assigned-no ontology;0.04;0.54;0.04;0.12;0.26;0
Xvis03_219544; VIN3_like protein 2 ;not assigned-unknown;7.82;2.95;2.57;2.52;3.37;13.64
Xvis03_219545; Pentatricopeptide repeat_containing protein At1g08070, chloroplastic ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;3.81;2.42;2.59;0.12;2.74;1.56
Xvis03_219546; E3 ubiquitin_protein ligase TRIM21 ;not assigned-unknown;8.67;32.56;34.42;12.11;7.42;6.4
Xvis03_219547;NA;not assigned-no ontology;0.32;0.17;0;0;0;1.15
Xvis03_219549; Shikimate O_hydroxycinnamoyltransferase ;secondary metabolism-phenylpropanoids-lignin biosynthesis;9.41;39.47;36.09;5.13;2.35;11.13
Xvis03_219552; Calcineurin subunit B ;signalling-calcium;3.84;2.56;3.77;1.8;2.89;6.67
Xvis03_219553; Eukaryotic translation initiation factor 3 subunit C ;protein-synthesis;13.83;10.94;6.13;5.71;3.54;13.22
Xvis03_219554;NA;not assigned-unknown;8.18;6.29;8.47;21.36;43.54;8.2
Xvis03_219555; Spindle and kinetochore_associated protein 2 ;not assigned-unknown;0.85;0.63;0.76;0.29;0.33;0.15
Xvis03_219556;NA;not assigned-no ontology;0.2;0;0;0.03;0;0.47
Xvis03_219558;NA;;205.6;94.21;91.79;47.22;43.6;67.81
Xvis03_219559; Autophagy_related protein 18b ;transport-misc;12.51;9.98;10.77;9.11;7.12;10.83
Xvis03_219560; Dolichol_phosphate mannosyltransferase subunit 1 ;protein-glycosylation;22.16;23.05;30.17;30.76;31.25;32.04
Xvis03_219561;NA;not assigned-unknown;22.16;23.05;30.17;30.76;31.25;32.04
Xvis03_219562; 5'_nucleotidase domain_containing protein DDB_G0275467 ;not assigned-no ontology;3.38;2.32;3.98;5.25;5.35;2.26
Xvis03_219563;NA;not assigned-unknown;36;201.89;318.13;165.46;206.85;15.07
Xvis03_219564; Probable E3 ubiquitin_protein ligase XBOS32 ;hormone metabolism-ethylene;7.21;5.33;7.28;5.26;5.95;12.17
Xvis03_219565;NA;not assigned-unknown;9.93;10.94;18.11;14.75;16.92;28.75
Xvis03_219566; Protein transport protein Sec61 subunit gamma ;not assigned-unknown;0.62;0.35;0.65;2.01;1.64;2.53
Xvis03_219567; Chaperone protein ClpB1 ;stress-abiotic;3.71;2.93;4.36;19.31;13.47;3.32
Xvis03_219568; Diacylglycerol kinase 3 ;lipid metabolism-Phospholipid synthesis;69.31;17.38;13.12;14.2;11.51;74.84
Xvis03_219569; Glutamate receptor 2.7 ;signalling-in sugar and nutrient physiology;9.5;6.81;5.78;1.96;1.14;8.29
Xvis03_219570;NA;not assigned-unknown;1.85;0.56;0.65;0.09;0.3;2.82
Xvis03_219571; Glutamate receptor 2.7 ;signalling-in sugar and nutrient physiology;4.15;4.09;4.45;2.9;5.61;0.41
Xvis03_219572; Protein GLUTAMINE DUMPER 1 ;not assigned-unknown;2.42;1.39;0.05;0;0.08;5.1
Xvis03_219573; RNA_binding protein with multiple splicing ;RNA-RNA binding;42.19;36.31;29.75;30.27;26.71;42.28
Xvis03_219574; Zinc finger protein CONSTANS_LIKE 4 ;RNA-regulation of transcription;423.18;85.29;68.27;141.84;100.44;831.39
Xvis03_219575; Protein CREG2 ;not assigned-no ontology;52.02;26.15;28.6;29.29;24.59;56.54
Xvis03_219576; Zinc finger protein 75D ;RNA-regulation of transcription;3.15;2.45;1.67;2.89;2.87;4.02
Xvis03_219577; Metalloendoproteinase 2_MMP ;protein-degradation;0.05;0.03;0.02;0;0.06;0
Xvis03_219578; Probable WRKY transcription factor 3 ;not assigned-unknown;6.56;5.48;4.93;10.81;7.91;4.17
Xvis03_219579; Ubiquitin_NEDD8_like protein RUB2 ;protein-aa activation;130.94;83.12;75.27;95.72;110.7;73.26
Xvis03_219580; Magnesium transporter MRS2_1 ;transport-misc;4.96;5.62;4.38;2.08;2.01;6.97
Xvis03_219581;NA;not assigned-unknown;9.83;2.06;0.75;0.81;0.73;5.53
Xvis03_219582; CBL_interacting serine/threonine_protein kinase 5 ;protein-postranslational modification;12.56;8.08;2.58;0.86;0.61;42.02
Xvis03_219583; CBL_interacting serine/threonine_protein kinase 6 ;protein-postranslational modification;30.49;16.67;25.07;38.65;31.65;63.87
